-31, 0.00
-33, 25.00
-33, 50.00
-31, 75.00
-32, 100.00
-31, 125.00
-32, 150.00
-32, 175.00
-33, 200.00
-32, 225.00
-32, 250.00
-31, 275.00
-31, 300.00
-32, 325.00
-32, 350.00
-32, 375.00
-31, 400.00
-32, 425.00
-31, 450.00
-31, 475.00
-31, 500.00
-33, 525.00
-32, 550.00
-32, 575.00
-32, 600.00
-32, 625.00
-32, 650.00
-32, 675.00
-32, 700.00
-33, 725.00
-32, 750.00
-32, 775.00
-32, 800.00
-33, 825.00
-32, 850.00
-34, 875.00
-33, 900.00
-33, 925.00
-32, 950.00
-33, 975.00
-33, 1000.00
-34, 1025.00
-34, 1050.00
-34, 1075.00
-33, 1100.00
-34, 1125.00
-34, 1150.00
-34, 1175.00
-34, 1200.00
-34, 1225.00
-34, 1250.00
-33, 1275.00
-34, 1300.00
-35, 1325.00
-34, 1350.00
-33, 1375.00
-34, 1400.00
-34, 1425.00
-34, 1450.00
-34, 1475.00
-35, 1500.00
-35, 1525.00
-35, 1550.00
-34, 1575.00
-34, 1600.00
-33, 1625.00
-34, 1650.00
-33, 1675.00
-34, 1700.00
-33, 1725.00
-34, 1750.00
-34, 1775.00
-34, 1800.00
-34, 1825.00
-33, 1850.00
-34, 1875.00
-34, 1900.00
-34, 1925.00
-34, 1950.00
-33, 1975.00
-32, 2000.00
-33, 2025.00
-33, 2050.00
-34, 2075.00
-34, 2100.00
-33, 2125.00
-35, 2150.00
-33, 2175.00
-33, 2200.00
-33, 2225.00
-32, 2250.00
-33, 2275.00
-34, 2300.00
-33, 2325.00
-33, 2350.00
-33, 2375.00
-31, 2400.00
-33, 2425.00
-33, 2450.00
-32, 2475.00
-33, 2500.00
-34, 2525.00
-33, 2550.00
-33, 2575.00
-32, 2600.00
-33, 2625.00
-34, 2650.00
-33, 2675.00
-32, 2700.00
-34, 2725.00
-34, 2750.00
-34, 2775.00
-33, 2800.00
-34, 2825.00
-33, 2850.00
-34, 2875.00
-34, 2900.00
-34, 2925.00
-33, 2950.00
-34, 2975.00
-34, 3000.00
-34, 3025.00
-34, 3050.00
-34, 3075.00
-34, 3100.00
-34, 3125.00
-33, 3150.00
-33, 3175.00
-34, 3200.00
-34, 3225.00
-33, 3250.00
-34, 3275.00
-33, 3300.00
-34, 3325.00
-34, 3350.00
-34, 3375.00
-35, 3400.00
-34, 3425.00
-33, 3450.00
-32, 3475.00
-31, 3500.00
-31, 3525.00
-33, 3550.00
-33, 3575.00
-33, 3600.00
-34, 3625.00
-34, 3650.00
-34, 3675.00
-33, 3700.00
-33, 3725.00
-33, 3750.00
-33, 3775.00
-31, 3800.00
-32, 3825.00
-34, 3850.00
-33, 3875.00
-33, 3900.00
-32, 3925.00
-33, 3950.00
-32, 3975.00
-32, 4000.00
-34, 4025.00
-33, 4050.00
-33, 4075.00
-33, 4100.00
-33, 4125.00
-33, 4150.00
-34, 4175.00
-33, 4200.00
-33, 4225.00
-33, 4250.00
-32, 4275.00
-33, 4300.00
-32, 4325.00
-33, 4350.00
-33, 4375.00
-33, 4400.00
-32, 4425.00
-33, 4450.00
-33, 4475.00
-33, 4500.00
-32, 4525.00
-33, 4550.00
-32, 4575.00
-32, 4600.00
-33, 4625.00
-32, 4650.00
-33, 4675.00
-33, 4700.00
-33, 4725.00
-32, 4750.00
-34, 4775.00
-33, 4800.00
-31, 4825.00
-31, 4850.00
-31, 4875.00
-33, 4900.00
-33, 4925.00
-33, 4950.00
-35, 4975.00
-34, 5000.00
-33, 5025.00
-34, 5050.00
-35, 5075.00
-34, 5100.00
-34, 5125.00
-33, 5150.00
-34, 5175.00
-35, 5200.00
-35, 5225.00
-35, 5250.00
-34, 5275.00
-33, 5300.00
-34, 5325.00
-34, 5350.00
-33, 5375.00
-34, 5400.00
-34, 5425.00
-34, 5450.00
-34, 5475.00
-33, 5500.00
-34, 5525.00
-33, 5550.00
-33, 5575.00
-34, 5600.00
-34, 5625.00
-34, 5650.00
-34, 5675.00
-33, 5700.00
-34, 5725.00
-34, 5750.00
-34, 5775.00
-33, 5800.00
-33, 5825.00
-34, 5850.00
-34, 5875.00
-34, 5900.00
-35, 5925.00
-35, 5950.00
-35, 5975.00
-35, 6000.00
-34, 6025.00
-35, 6050.00
-36, 6075.00
-36, 6100.00
-35, 6125.00
-35, 6150.00
-34, 6175.00
-34, 6200.00
-34, 6225.00
-33, 6250.00
-33, 6275.00
-32, 6300.00
-32, 6325.00
-32, 6350.00
-33, 6375.00
-33, 6400.00
-34, 6425.00
-34, 6450.00
-34, 6475.00
-34, 6500.00
-34, 6525.00
-35, 6550.00
-34, 6575.00
-34, 6600.00
-34, 6625.00
-34, 6650.00
-33, 6675.00
-34, 6700.00
-34, 6725.00
-33, 6750.00
-34, 6775.00
-34, 6800.00
-34, 6825.00
-34, 6850.00
-33, 6875.00
-33, 6900.00
-34, 6925.00
-33, 6950.00
-34, 6975.00
-33, 7000.00
-33, 7025.00
-33, 7050.00
-34, 7075.00
-33, 7100.00
-33, 7125.00
-31, 7150.00
-32, 7175.00
-32, 7200.00
-32, 7225.00
-33, 7250.00
-33, 7275.00
-34, 7300.00
-34, 7325.00
-32, 7350.00
-33, 7375.00
-33, 7400.00
-34, 7425.00
-34, 7450.00
-33, 7475.00
-34, 7500.00
-33, 7525.00
-34, 7550.00
-33, 7575.00
-34, 7600.00
-35, 7625.00
-35, 7650.00
-33, 7675.00
-33, 7700.00
-33, 7725.00
-35, 7750.00
-35, 7775.00
-35, 7800.00
-35, 7825.00
-36, 7850.00
-36, 7875.00
-36, 7900.00
-35, 7925.00
-35, 7950.00
-35, 7975.00
-35, 8000.00
-36, 8025.00
-35, 8050.00
-35, 8075.00
-36, 8100.00
-35, 8125.00
-35, 8150.00
-36, 8175.00
-35, 8200.00
-35, 8225.00
-35, 8250.00
-36, 8275.00
-36, 8300.00
-35, 8325.00
-35, 8350.00
-34, 8375.00
-35, 8400.00
-35, 8425.00
-35, 8450.00
-35, 8475.00
-34, 8500.00
-35, 8525.00
-35, 8550.00
-35, 8575.00
-35, 8600.00
-36, 8625.00
-36, 8650.00
-35, 8675.00
-35, 8700.00
-35, 8725.00
-35, 8750.00
-35, 8775.00
-35, 8800.00
-35, 8825.00
-35, 8850.00
-35, 8875.00
-35, 8900.00
-36, 8925.00
-35, 8950.00
-35, 8975.00
-35, 9000.00
-35, 9025.00
-34, 9050.00
-35, 9075.00
-35, 9100.00
-35, 9125.00
-35, 9150.00
-35, 9175.00
-35, 9200.00
-35, 9225.00
-35, 9250.00
